Epoch,Loss
1,0.010331964841005719
2,0.0047720476872269895
3,0.0022017072773520734
4,0.0010214776336808637
5,0.0006843865867615173
6,0.0005166165598899506
7,0.00043779288015957136
8,0.000384201023358389
9,0.00035404763833299325
10,0.0003201836914010939
11,0.00030962943717107697
12,0.00028784970873759196
13,0.00026880411518690215
14,0.00025640147306977114
15,0.0002480308496716557
16,0.00022948174642852752
17,0.00023123858006045245
18,0.00022444808546077033
19,0.0002132723212485338
20,0.00020800926787467307
21,0.00020388749034728286
22,0.00019961276968828384
23,0.00019187757846970515
24,0.00019170891982577386
25,0.00018571953735593114
26,0.0001793981749070571
27,0.00017678824803572457
28,0.00017308979239581733
29,0.0001659596528506476
30,0.0001623161191048077
31,0.00015568009670008164
32,0.00015166547850321586
33,0.0001507545930739777
34,0.0001481342240912205
35,0.00014492282744943443
36,0.0001428872341780247
37,0.00013948422491440703
38,0.00013699260395528916
39,0.00013337902402932382
40,0.00013073935665807148
41,0.00012845290199316634
42,0.00012622556035928902
43,0.00012339202398515845
44,0.00012300252014619837
45,0.00011898824572674396
46,0.0001183303977121083
47,0.00011645352950239566
48,0.00011529249479663469
49,0.00011421934944157827
50,0.00011458019750077088
