Epoch,Loss
1,0.04674252282804365
2,0.009498879357958866
3,0.006616374012082815
4,0.0060255856009995105
5,0.005774880299688714
6,0.0057093264790145076
7,0.0056358506090369576
8,0.005564388893188755
9,0.005542828837872311
10,0.005546525079211232
11,0.005524027982880925
12,0.005536983086235204
13,0.005503371088012199
14,0.005492548476074152
15,0.005486706443795353
16,0.005487345256931652
17,0.0054976964268572395
18,0.005511733513491548
19,0.0054876903534694845
20,0.005511449498664232
21,0.005473191473205947
22,0.005459316662115276
23,0.005460079089044386
24,0.005489804218434225
25,0.0054859089499019135
26,0.005503858347678451
27,0.005460964815370786
28,0.005490144329133687
29,0.005449206678042556
30,0.005481601909253817
31,0.005488943255203924
32,0.0054834299857259555
33,0.005466925161208507
34,0.0054742892860037504
35,0.005460947458365351
36,0.005463262862721636
37,0.005466246191459667
38,0.0054745265419126315
39,0.005441683973334018
40,0.005441237288485667
41,0.005468239788274477
42,0.005474467325813261
43,0.005478509749244353
44,0.005467665719853085
45,0.0054779582045924894
46,0.0054283819849466446
47,0.0054488380611607224
48,0.005456041859071346
49,0.005476480833355599
50,0.005448451250862733
51,0.0054488810858908734
52,0.0054542891426118695
53,0.005437468199332239
54,0.005465295340770939
55,0.005450565305651183
56,0.005472268075771202
57,0.00549155419727989
58,0.005459171088092077
59,0.005439726448955999
60,0.005461577326059341
61,0.005479859031001284
62,0.005461559266112982
63,0.00543087188178187
64,0.005464921150783635
65,0.0054464123099093225
66,0.005444460231098969
67,0.005453437018048042
68,0.005450280537461019
69,0.005464270805856984
70,0.005449748473467341
71,0.005455132517489089
72,0.005452361643005898
73,0.005451836632149425
74,0.005457721629838465
75,0.0054691436338671455
76,0.005442649828993781
77,0.005443150136074063
78,0.005454262166883155
79,0.005468415324783819
80,0.005449246164340123
81,0.005445896671598505
82,0.005444183827016004
83,0.00544339586879797
84,0.005443234204249397
85,0.0054773227459970555
86,0.005443085797700533
87,0.005434050334463264
88,0.005439401562711236
89,0.005460132930759982
90,0.005450661163658473
91,0.005461724700441786
92,0.005442396874070927
93,0.005450516028602602
94,0.005466907860556985
95,0.00545042112564585
96,0.005489958829845592
97,0.005426113164515063
98,0.005454463804152551
99,0.0054592640423898105
100,0.005448472419172336
