Epoch,Loss
1,0.007519106312423565
2,0.004623385982670982
3,0.0021619161058537614
4,0.0015409608893571006
5,0.001355173815913783
6,0.0012363639677234089
7,0.001089681632472736
8,0.0010574405829742502
9,0.0009370919737436922
10,0.0008395170832978218
11,0.0008032063319226193
12,0.0007820090460279589
13,0.0007193789040302015
14,0.0007073527684355167
15,0.0006925646847063546
16,0.0006238185041687885
17,0.0006248137817620211
18,0.0006174737167512037
19,0.0006086022256069763
20,0.0005452735023276441
21,0.0005152877237592901
22,0.0005276663311175813
23,0.0004891230012727665
24,0.0004640921136916016
25,0.00046405605812390946
26,0.00042255184563858565
27,0.0004237872095345549
28,0.00039228688746432706
29,0.0003975732321517281
30,0.0003371006362607323
31,0.0003569674132959799
32,0.00033279395459077444
33,0.00033062215400251683
34,0.00030089270338901037
35,0.00029362179895056184
36,0.00030049978865527067
37,0.0002973059245687761
38,0.00025580369318304523
39,0.0002394882163328006
40,0.000238273314654139
41,0.0002382434964358694
42,0.00022345591196716187
43,0.00022502755241099283
44,0.00020677839338358278
45,0.0002013172353799514
46,0.00020547430477754633
47,0.00019855621828998671
48,0.0001927268577633562
49,0.0001985931479458098
50,0.0001849309239309625
