Epoch,Loss
1,0.003413438515005398
2,0.0008320093691186566
3,0.0006398553825892796
4,0.000539043150970138
5,0.0004808058007440596
6,0.0004146609134473674
7,0.0003919293656767221
8,0.00036811877211245954
9,0.0003263706483917307
10,0.00031247326380020636
11,0.00029786800963911764
12,0.00027807688608433653
13,0.00026045343868926835
14,0.0002545912090517789
15,0.0002405192300224592
16,0.00022850175065852816
17,0.00022619833036054097
18,0.0002126834317718797
19,0.0002079197834563433
20,0.00019587502228344335
21,0.00019098254009072247
22,0.00018831584229185753
23,0.0001796051050495468
24,0.00017402948508723904
25,0.00016619577778010058
26,0.00016064517424717325
27,0.00015405360686492306
28,0.00015414723259736486
29,0.00014289862135776545
30,0.0001395191822003325
31,0.00013292842808785286
32,0.0001273400651841792
33,0.000121756119418788
34,0.00011945431080417367
35,0.00011377703354779026
36,0.00010891093001555941
37,0.00010547145482427902
38,0.00010009130694978147
39,9.480734034289311e-05
40,9.284059514829118e-05
41,8.90853583950565e-05
42,8.550424632070702e-05
43,8.043801577750738e-05
44,7.8552902029801e-05
45,7.580003365725115e-05
46,7.124973633774534e-05
47,7.116413739682372e-05
48,6.931329141943e-05
49,6.837327363149113e-05
50,6.739270880690753e-05
