Epoch,Loss
1,0.01889437161516517
2,0.005742204049305552
3,0.005618227049589726
4,0.005409672022886147
5,0.004912773345947076
6,0.0038905489558033694
7,0.0023916826626452004
8,0.0018213450290250836
9,0.0015217587848603252
10,0.0014063943307965425
11,0.0012321961312525118
12,0.0011940590794803278
13,0.0010588645032654474
14,0.0010342868478749256
15,0.0010101136997650573
16,0.0008787199766612404
17,0.0008575567481802053
18,0.0008152347309425901
19,0.000806296066489296
20,0.0008155190058506337
21,0.0007184333947285488
22,0.0006916271213065405
23,0.0006588933445145465
24,0.000589592250325023
25,0.0006309401810800977
26,0.0005879602511784144
27,0.0005652044470063084
28,0.0005616600490634917
29,0.0005504453126904643
30,0.0004811126185999293
31,0.0005050078064060895
32,0.00047541738010996326
33,0.00045728873008058353
34,0.000416921573108252
35,0.00040418404368772675
36,0.00041609283106232504
37,0.00039760691705486103
38,0.0003541277619197395
39,0.0003476791482553728
40,0.00033306128328375426
41,0.0003278846807991433
42,0.00031401479112912726
43,0.0003078131939085782
44,0.0002878660074851155
45,0.00027306463845981773
46,0.0002766411352396949
47,0.00026707115160838174
48,0.00025933339239385834
49,0.00026147799257924604
50,0.00024512583637538893
